# Geofeed for AS214242 (Jiaxing Xing)
# https://asn.aldrichx.uk
# Source: https://geofeed.aldrichx.uk/geofeed.csv
# Contact: geofeed@aldrichx.uk
# Format: https://datatracker.ietf.org/doc/html/rfc8805
# Format: IP Prefix, Country Code, Region, City, Postal Code
# Example: 192.0.2.0/24,US,CA,Los Angeles,90001
# 
# 2a0c:9a46:0300::/40 Block start 
2a0c:9a46:377::/48,KM,KM-G,Moroni,
2a0c:9a46:378::/48,KN,KN-03,Basseterre,
2a0c:9a46:379::/48,KP,KP-01,Pyongyang,
2a0c:9a46:37a::/48,KR,KR-11,Seoul,
2a0c:9a46:37b::/48,KW,KW-KU,Kuwait City,
2a0c:9a46:37c::/48,KY,,George Town,
2a0c:9a46:37d::/48,KZ,KZ-75,Almaty,
2a0c:9a46:37e::/48,LA,LA-VT,Vientiane,
2a0c:9a46:37f::/48,LB,LB-BA,Beirut,
2a0c:9a46:380::/48,LC,LC-02,Castries,
2a0c:9a46:381::/48,LI,LI-07,Schaan,
2a0c:9a46:382::/48,LK,LK-11,Colombo,
2a0c:9a46:383::/48,LR,LR-MO,Monrovia,
2a0c:9a46:384::/48,LS,LS-A,Maseru,
2a0c:9a46:385::/48,LT,LT-58,Vilnius,
2a0c:9a46:386::/48,LU,LU-LU,Luxembourg,
2a0c:9a46:387::/48,LV,LV-RIX,Riga,
2a0c:9a46:388::/48,LY,LY-TB,Tripoli,
2a0c:9a46:389::/48,MA,MA-06,Casablanca,
2a0c:9a46:38a::/48,MC,MC-MO,Monaco City,
2a0c:9a46:38b::/48,MD,MD-CU,Chișinău,
2a0c:9a46:38c::/48,ME,ME-16,Podgorica,
2a0c:9a46:38d::/48,MF,,Marigot,
2a0c:9a46:38e::/48,MG,MG-T,Antananarivo,
2a0c:9a46:38f::/48,MH,MH-MAJ,Majuro,
2a0c:9a46:390::/48,MK,MK-801,Aerodrom,
2a0c:9a46:391::/48,ML,ML-BKO,Bamako,
2a0c:9a46:392::/48,MM,MM-06,Yangon,
2a0c:9a46:393::/48,MN,MN-1,Ulaanbaatar,
2a0c:9a46:394::/48,MO,,Macau,
2a0c:9a46:395::/48,MP,,Saipan,
2a0c:9a46:396::/48,MQ,,Fort-de-France,
2a0c:9a46:397::/48,MR,MR-14,Nouakchott,
2a0c:9a46:398::/48,MS,,Brades,
2a0c:9a46:399::/48,MT,MT-60,Valletta,
2a0c:9a46:39a::/48,MU,MU-PL,Port Louis,
2a0c:9a46:39b::/48,MV,MV-MLE,Malé,
2a0c:9a46:39c::/48,MW,MW-LI,Lilongwe,
2a0c:9a46:39d::/48,MX,MX-CMX,Mexico City,
2a0c:9a46:39e::/48,MY,MY-14,Kuala Lumpur,
2a0c:9a46:39f::/48,MZ,MZ-MPM,Maputo,
2a0c:9a46:3a0::/48,NA,NA-KH,Windhoek,
2a0c:9a46:3a1::/48,NC,,Nouméa,
2a0c:9a46:3a2::/48,NE,NE-8,Niamey,
2a0c:9a46:3a3::/48,NF,,Burnt Pine,
2a0c:9a46:3a4::/48,NG,NG-LA,Lagos,
2a0c:9a46:3a5::/48,NI,NI-MN,Managua,
2a0c:9a46:3a6::/48,NL,NL-NH,Amsterdam,
2a0c:9a46:3a7::/48,NO,NO-03,Oslo,
2a0c:9a46:3a8::/48,NP,NP-P3,Kathmandu,
2a0c:9a46:3a9::/48,NR,NR-08,Denigomodu,
2a0c:9a46:3aa::/48,NU,,Alofi,
2a0c:9a46:3ab::/48,NZ,NZ-AUK,Auckland,
2a0c:9a46:3ac::/48,OM,OM-MA,Muscat,
2a0c:9a46:3ad::/48,PA,PA-8,Panama City,
2a0c:9a46:3ae::/48,PE,PE-LMA,Lima,
2a0c:9a46:3af::/48,PF,,Faʻaʻā,
2a0c:9a46:3b0::/48,PG,PG-NCD,Port Moresby,
2a0c:9a46:3b1::/48,PH,PH-00,Manila,
2a0c:9a46:3b2::/48,PK,PK-SD,Karachi,
2a0c:9a46:3b3::/48,PL,PL-14,Warsaw,
2a0c:9a46:3b4::/48,PM,,Saint Pierre,
2a0c:9a46:3b5::/48,PN,,Adamstown,
2a0c:9a46:3b6::/48,PR,,San Juan–Bayamón–Caguas metropolitan area,
2a0c:9a46:3b7::/48,PS,PS-GZA,Gaza City,
2a0c:9a46:3b8::/48,PT,PT-11,Lisbon,
2a0c:9a46:3b9::/48,PW,PW-150,Koror,
2a0c:9a46:3ba::/48,PY,PY-ASU,Asunción,
2a0c:9a46:3bb::/48,QA,QA-DA,Doha,
2a0c:9a46:3bc::/48,RE,,Saint-Denis,
2a0c:9a46:3bd::/48,RO,RO-B,Bucharest,
2a0c:9a46:3be::/48,RS,RS-00,Belgrade,
2a0c:9a46:3bf::/48,RU,RU-MOW,Moscow,
2a0c:9a46:3c0::/48,RW,RW-01,Kigali,
2a0c:9a46:3c1::/48,SA,SA-01,Riyadh,
2a0c:9a46:3c2::/48,SB,SB-CT,Honiara,
2a0c:9a46:3c3::/48,SC,SC-16,Victoria,
2a0c:9a46:3c4::/48,SD,SD-KH,Khartoum,
2a0c:9a46:3c5::/48,SE,SE-AB,Stockholm,
2a0c:9a46:3c6::/48,SG,SG-01,Singapore,
2a0c:9a46:3c7::/48,SH,SH-HL,Saint Helena,
2a0c:9a46:3c8::/48,SI,SI-061,Ljubljana,
2a0c:9a46:3c9::/48,SJ,,Longyearbyen,
2a0c:9a46:3ca::/48,SK,SK-BL,Bratislava,
2a0c:9a46:3cb::/48,SL,SL-W,Freetown,
2a0c:9a46:3cc::/48,SM,SM-09,Dogana,
2a0c:9a46:3cd::/48,SN,SN-DK,Dakar,
2a0c:9a46:3ce::/48,SO,SO-BN,Mogadishu,
2a0c:9a46:3cf::/48,SR,SR-PM,Paramaribo,
2a0c:9a46:3d0::/48,SS,SS-EC,Juba,
2a0c:9a46:3d1::/48,ST,ST-01,São_Tomé,
2a0c:9a46:3d2::/48,SV,SV-SS,San Salvador,
2a0c:9a46:3d3::/48,SX,,Philipsburg,
2a0c:9a46:3d4::/48,SY,SY-DI,Damascus,
2a0c:9a46:3d5::/48,SZ,SZ-HH,Mbabane,
2a0c:9a46:3d6::/48,TC,,Providenciales,
2a0c:9a46:3d7::/48,TD,TD-ND,N'Djamena,
2a0c:9a46:3d8::/48,TF,,Port-aux-Français,
2a0c:9a46:3d9::/48,TG,TG-M,Lomé,
2a0c:9a46:3da::/48,TH,TH-10,Bangkok,
2a0c:9a46:3db::/48,TJ,TJ-DU,Dushanbe,
2a0c:9a46:3dc::/48,TK,,Atafu,
2a0c:9a46:3dd::/48,TL,TL-DI,Dili,
2a0c:9a46:3de::/48,TM,TM-S,Ashgabat,
2a0c:9a46:3df::/48,TN,TN-11,Tunis,
2a0c:9a46:3e0::/48,TO,TO-04,Nukuʻalofa,
2a0c:9a46:3e1::/48,TR,TR-34,Istanbul,
2a0c:9a46:3e2::/48,TT,TT-CHA,Chaguanas,
2a0c:9a46:3e3::/48,TV,TV-FUN,Funafuti,
2a0c:9a46:3e4::/48,TW,TW-TPE,Taipei,
2a0c:9a46:3e5::/48,TZ,TZ-02,Dar es Salaam,
2a0c:9a46:3e6::/48,UA,UA-30,Kyiv,
2a0c:9a46:3e7::/48,UG,UG-102,Kampala,
2a0c:9a46:3e8::/48,UM,UM-79,Wake Island,
2a0c:9a46:3e9::/48,US,US-NY,New York,
2a0c:9a46:3ea::/48,UY,UY-MO,Montevideo,
2a0c:9a46:3eb::/48,UZ,UZ-TK,Tashkent,
2a0c:9a46:3ec::/48,VA,,Vatican City,
2a0c:9a46:3ed::/48,VC,VC-04,Kingstown,
2a0c:9a46:3ee::/48,VE,VE-A,Caracas,
2a0c:9a46:3ef::/48,VG,,Road Town,
2a0c:9a46:3f0::/48,VI,,Charlotte Amalie,
2a0c:9a46:3f1::/48,VN,VN-SG,Ho Chi Minh,
2a0c:9a46:3f2::/48,VU,VU-SEE,Port Vila,
2a0c:9a46:3f3::/48,WF,WF-UV,Mata Utu,
2a0c:9a46:3f4::/48,WS,WS-TU,Apia,
2a0c:9a46:3f5::/48,YE,YE-SN,Sanaa,
2a0c:9a46:3f6::/48,YT,,Mamoudzou,
2a0c:9a46:3f7::/48,ZA,ZA-GP,Johannesburg,
2a0c:9a46:3f8::/48,ZM,ZM-09,Lusaka,
2a0c:9a46:3f9::/48,ZW,ZW-HA,Harare,
2a0c:9a46:3fa::/48,EU,,,
# 2a0c:9a46:0300::/40 Block End 
# 
# 
# 
# 2a0a:6044:7700::/40 Block Start 
2a0a:6044:7701::/48,AD,AD-07,Andorra la Vella,
2a0a:6044:7702::/48,AE,AE-AZ,Abu Dhabi,
2a0a:6044:7703::/48,AF,AF-KAB,Kabul,
2a0a:6044:7704::/48,AG,AG-04,Saint John,
2a0a:6044:7705::/48,AI,,The Valley,
2a0a:6044:7706::/48,AL,AL-11,Tirana,
2a0a:6044:7707::/48,AM,AM-ER,Yerevan,
2a0a:6044:7708::/48,AO,AO-LUA,Luanda,
2a0a:6044:7709::/48,AQ,,McMurdo,
2a0a:6044:770a::/48,AR,AR-C,Ciudad Autónoma de Buenos Aires,
2a0a:6044:770b::/48,AS,,American Samoa,
2a0a:6044:770c::/48,AT,AT-9,Vienna,
2a0a:6044:770d::/48,AU,AU-ACT,Canberra,
2a0a:6044:770e::/48,AW,,Oranjestad,
2a0a:6044:770f::/48,AX,,Mariehamn,
2a0a:6044:7710::/48,AZ,AZ-BA,Bakı,
2a0a:6044:7711::/48,BA,BA-BIH,Sarajevo,
2a0a:6044:7712::/48,BB,BB-08,Bridgetown,
2a0a:6044:7713::/48,BD,BD-C,Dhaka,
2a0a:6044:7714::/48,BE,BE-BRU,Brussels,
2a0a:6044:7715::/48,BF,BF-03,Ouagadougou,
2a0a:6044:7716::/48,BG,BG-22,Sofiya,
2a0a:6044:7717::/48,BH,BH-13,Manama,
2a0a:6044:7718::/48,BI,BI-GI,Gitega,
2a0a:6044:7719::/48,BJ,BJ-OU,Porto-Novo,
2a0a:6044:771a::/48,BL,,Gustavia,
2a0a:6044:771b::/48,BM,,Hamilton,
2a0a:6044:771c::/48,BN,BN-BM,Bandar Seri Begawan,
2a0a:6044:771d::/48,BO,BO-H,Sucre,
2a0a:6044:771e::/48,BQ,BQ-BO,Kralendijk,
2a0a:6044:771f::/48,BR,BR-SP,São Paulo,
2a0a:6044:7720::/48,BS,BS-NP,Nassau,
2a0a:6044:7721::/48,BT,BT-15,Thimphu,
2a0a:6044:7722::/48,BV,,Bouvet Island,
2a0a:6044:7723::/48,BW,BW-GA,Gaborone,
2a0a:6044:7724::/48,BY,BY-MI,Minsk,
2a0a:6044:7725::/48,BZ,BZ-CY,Belmopan,
2a0a:6044:7726::/48,CA,CA-ON,Toronto,
2a0a:6044:7727::/48,CC,,West Island,
2a0a:6044:7728::/48,CD,CD-KN,Kinshasa,
2a0a:6044:7729::/48,CF,CF-BGF,Bangui,
2a0a:6044:772a::/48,CG,CG-BZV,Brazzaville,
2a0a:6044:772b::/48,CH,CH-ZH,Zurich,
2a0a:6044:772c::/48,CI,CI-AB,Abidjan,
2a0a:6044:772d::/48,CK,,Avarua,
2a0a:6044:772e::/48,CL,CL-RM,Santiago,
2a0a:6044:772f::/48,CM,CM-LT,Douala,
2a0a:6044:7730::/48,CN,CN-SH,Shanghai,
2a0a:6044:7731::/48,CO,CO-DC,Bogotá,
2a0a:6044:7732::/48,CR,CR-SJ,San José,
2a0a:6044:7733::/48,CU,CU-03,Havana,
2a0a:6044:7734::/48,CV,CV-PR,Praia,
2a0a:6044:7735::/48,CW,,Willemstad,
2a0a:6044:7736::/48,CX,,Flying Fish Cove,
2a0a:6044:7737::/48,CY,CY-01,Nicosia,
2a0a:6044:7738::/48,CZ,CZ-10,Prague,
2a0a:6044:7739::/48,DE,DE-HE,Frankfurt,
2a0a:6044:773a::/48,DJ,DJ-DJ,Djibouti City,
2a0a:6044:773b::/48,DK,DK-84,Copenhagen,
2a0a:6044:773c::/48,DM,DM-04,Roseau,
2a0a:6044:773d::/48,DO,DO-01,Santo Domingo,
2a0a:6044:773e::/48,DZ,DZ-16,Algiers,
2a0a:6044:773f::/48,EC,EC-G,Guayaquil,
2a0a:6044:7740::/48,EE,EE-37,Tallinn,
2a0a:6044:7741::/48,EG,EG-C,Cairo,
2a0a:6044:7742::/48,EH,,Laayoune,
2a0a:6044:7743::/48,ER,ER-MA,Asmara,
2a0a:6044:7744::/48,ES,ES-MD,Madrid,
2a0a:6044:7745::/48,ET,ET-AA,Addis Ababa,
2a0a:6044:7746::/48,FI,FI-18,Helsinki,
2a0a:6044:7747::/48,FJ,FJ-C,Suva,
2a0a:6044:7748::/48,FK,,Stanley,
2a0a:6044:7749::/48,FM,FM-PNI,Palikir,
2a0a:6044:774a::/48,FO,,Tórshavn,
2a0a:6044:774b::/48,FR,FR-IDF,Paris,
2a0a:6044:774c::/48,GA,GA-1,Libreville,
2a0a:6044:774d::/48,GB,GB-LND,London,
2a0a:6044:774e::/48,GD,GD-03,St. George's,
2a0a:6044:774f::/48,GE,GE-TB,Tbilisi,
2a0a:6044:7750::/48,GF,,Cayenne,
2a0a:6044:7751::/48,GG,,St. Peter Port,
2a0a:6044:7752::/48,GH,GH-AA,Accra,
2a0a:6044:7753::/48,GI,,Gibraltar,
2a0a:6044:7754::/48,GL,GL-SM,Nuuk,
2a0a:6044:7755::/48,GM,GM-B,Serrekunda,
2a0a:6044:7756::/48,GN,GN-C,Conakry,
2a0a:6044:7757::/48,GP,,Pointe-à-Pitre,
2a0a:6044:7758::/48,GQ,GQ-LI,"Bata, Malabo",
2a0a:6044:7759::/48,GR,GR-I,Athens,
2a0a:6044:775a::/48,GS,,King Edward Point,
2a0a:6044:775b::/48,GT,GT-01,Guatemala City,
2a0a:6044:775c::/48,GU,,Dededo,
2a0a:6044:775d::/48,GW,GW-BS,Bissau,
2a0a:6044:775e::/48,GY,GY-DE,Georgetown,
2a0a:6044:775f::/48,HK,,Hong Kong,
2a0a:6044:7760::/48,HM,,Mawson Peak,
2a0a:6044:7761::/48,HN,HN-FM,Tegucigalpa,
2a0a:6044:7762::/48,HR,HR-21,Zagreb,
2a0a:6044:7763::/48,HT,HT-OU,Port-au-Prince,
2a0a:6044:7764::/48,HU,HU-BU,Budapest,
2a0a:6044:7765::/48,ID,ID-JK,Jakarta,
2a0a:6044:7766::/48,IE,IE-D,Dublin,
2a0a:6044:7767::/48,IL,IL-TA,Tel Aviv,
2a0a:6044:7768::/48,IM,,Douglas,
2a0a:6044:7769::/48,IN,IN-DL,New Delhi,
2a0a:6044:776a::/48,IO,,Diego Garcia,
2a0a:6044:776b::/48,IQ,IQ-BG,Baghdad,
2a0a:6044:776c::/48,IR,IR-23,Tehran,
2a0a:6044:776d::/48,IS,IS-RKV,Reykjavík,
2a0a:6044:776e::/48,IT,IT-62,Rome,
2a0a:6044:776f::/48,JE,,St Helier,
2a0a:6044:7770::/48,JM,JM-01,Kingston,
2a0a:6044:7771::/48,JO,JO-AM,Amman,
2a0a:6044:7772::/48,JP,JP-13,Tokyo,
2a0a:6044:7773::/48,KE,KE-30,Nairobi,
2a0a:6044:7774::/48,KG,KG-GB,Bishkek,
2a0a:6044:7775::/48,KH,KH-12,Phnom Penh,
2a0a:6044:7776::/48,KI,KI-G,South Tarawa,
2a0a:6044:7777::/48,KM,KM-G,Moroni,
2a0a:6044:7778::/48,KN,KN-03,Basseterre,
2a0a:6044:7779::/48,KP,KP-01,Pyongyang,
2a0a:6044:777a::/48,KR,KR-11,Seoul,
2a0a:6044:777b::/48,KW,KW-KU,Kuwait City,
2a0a:6044:777c::/48,KY,,George Town,
2a0a:6044:777d::/48,KZ,KZ-75,Almaty,
2a0a:6044:777e::/48,LA,LA-VT,Vientiane,
2a0a:6044:777f::/48,LB,LB-BA,Beirut,
2a0a:6044:7780::/48,LC,LC-02,Castries,
2a0a:6044:7781::/48,LI,LI-07,Schaan,
2a0a:6044:7782::/48,LK,LK-11,Colombo,
2a0a:6044:7783::/48,LR,LR-MO,Monrovia,
2a0a:6044:7784::/48,LS,LS-A,Maseru,
2a0a:6044:7785::/48,LT,LT-58,Vilnius,
2a0a:6044:7786::/48,LU,LU-LU,Luxembourg,
2a0a:6044:7787::/48,LV,LV-RIX,Riga,
2a0a:6044:7788::/48,LY,LY-TB,Tripoli,
2a0a:6044:7789::/48,MA,MA-06,Casablanca,
2a0a:6044:778a::/48,MC,MC-MO,Monaco City,
2a0a:6044:778b::/48,MD,MD-CU,Chișinău,
2a0a:6044:778c::/48,ME,ME-16,Podgorica,
2a0a:6044:778d::/48,MF,,Marigot,
2a0a:6044:778e::/48,MG,MG-T,Antananarivo,
2a0a:6044:778f::/48,MH,MH-MAJ,Majuro,
2a0a:6044:7790::/48,MK,MK-801,Aerodrom,
2a0a:6044:7791::/48,ML,ML-BKO,Bamako,
2a0a:6044:7792::/48,MM,MM-06,Yangon,
2a0a:6044:7793::/48,MN,MN-1,Ulaanbaatar,
2a0a:6044:7794::/48,MO,,Macau,
2a0a:6044:7795::/48,MP,,Saipan,
2a0a:6044:7796::/48,MQ,,Fort-de-France,
2a0a:6044:7797::/48,MR,MR-14,Nouakchott,
2a0a:6044:7798::/48,MS,,Brades,
2a0a:6044:7799::/48,MT,MT-60,Valletta,
2a0a:6044:779a::/48,MU,MU-PL,Port Louis,
2a0a:6044:779b::/48,MV,MV-MLE,Malé,
2a0a:6044:779c::/48,MW,MW-LI,Lilongwe,
2a0a:6044:779d::/48,MX,MX-CMX,Mexico City,
2a0a:6044:779e::/48,MY,MY-14,Kuala Lumpur,
2a0a:6044:779f::/48,MZ,MZ-MPM,Maputo,
2a0a:6044:77a0::/48,NA,NA-KH,Windhoek,
2a0a:6044:77a1::/48,NC,,Nouméa,
2a0a:6044:77a2::/48,NE,NE-8,Niamey,
2a0a:6044:77a3::/48,NF,,Burnt Pine,
2a0a:6044:77a4::/48,NG,NG-LA,Lagos,
2a0a:6044:77a5::/48,NI,NI-MN,Managua,
2a0a:6044:77a6::/48,NL,NL-NH,Amsterdam,
2a0a:6044:77a7::/48,NO,NO-03,Oslo,
2a0a:6044:77a8::/48,NP,NP-P3,Kathmandu,
2a0a:6044:77a9::/48,NR,NR-08,Denigomodu,
2a0a:6044:77aa::/48,NU,,Alofi,
2a0a:6044:77ab::/48,NZ,NZ-AUK,Auckland,
2a0a:6044:77ac::/48,OM,OM-MA,Muscat,
2a0a:6044:77ad::/48,PA,PA-8,Panama City,
2a0a:6044:77ae::/48,PE,PE-LMA,Lima,
2a0a:6044:77af::/48,PF,,Faʻaʻā,
2a0a:6044:77b0::/48,PG,PG-NCD,Port Moresby,
2a0a:6044:77b1::/48,PH,PH-00,Manila,
2a0a:6044:77b2::/48,PK,PK-SD,Karachi,
2a0a:6044:77b3::/48,PL,PL-14,Warsaw,
2a0a:6044:77b4::/48,PM,,Saint Pierre,
2a0a:6044:77b5::/48,PN,,Adamstown,
2a0a:6044:77b6::/48,PR,,San Juan–Bayamón–Caguas metropolitan area,
2a0a:6044:77b7::/48,PS,PS-GZA,Gaza City,
2a0a:6044:77b8::/48,PT,PT-11,Lisbon,
2a0a:6044:77b9::/48,PW,PW-150,Koror,
2a0a:6044:77ba::/48,PY,PY-ASU,Asunción,
2a0a:6044:77bb::/48,QA,QA-DA,Doha,
2a0a:6044:77bc::/48,RE,,Saint-Denis,
2a0a:6044:77bd::/48,RO,RO-B,Bucharest,
2a0a:6044:77be::/48,RS,RS-00,Belgrade,
2a0a:6044:77bf::/48,RU,RU-MOW,Moscow,
2a0a:6044:77c0::/48,RW,RW-01,Kigali,
2a0a:6044:77c1::/48,SA,SA-01,Riyadh,
2a0a:6044:77c2::/48,SB,SB-CT,Honiara,
2a0a:6044:77c3::/48,SC,SC-16,Victoria,
2a0a:6044:77c4::/48,SD,SD-KH,Khartoum,
2a0a:6044:77c5::/48,SE,SE-AB,Stockholm,
2a0a:6044:77c6::/48,SG,SG-01,Singapore,
2a0a:6044:77c7::/48,SH,SH-HL,Saint Helena,
2a0a:6044:77c8::/48,SI,SI-061,Ljubljana,
2a0a:6044:77c9::/48,SJ,,Longyearbyen,
2a0a:6044:77ca::/48,SK,SK-BL,Bratislava,
2a0a:6044:77cb::/48,SL,SL-W,Freetown,
2a0a:6044:77cc::/48,SM,SM-09,Dogana,
2a0a:6044:77cd::/48,SN,SN-DK,Dakar,
2a0a:6044:77ce::/48,SO,SO-BN,Mogadishu,
2a0a:6044:77cf::/48,SR,SR-PM,Paramaribo,
